,Date,Open,High,Low,Close,Fifty_EMA,Twenty_EMA,Under/Over EMA,One_day_yield,Two_day_yield,Three_day_yield
6517,12/4/1987,225.199997,225.770004,221.240005,223.919998,259.87297035104734,240.24612799059526,Under,Down,Down,Down
6518,12/7/1987,223.979996,228.770004,223.919998,228.759995,258.6528536706141,239.15221056291952,Under,Down,Down,Down
6519,12/8/1987,228.770004,234.919998,228.690002,234.910004,257.72176152666844,238.7481908902605,Under,Up,Up,Down
6520,12/9/1987,234.910004,240.089996,233.830002,238.889999,256.98326103542655,238.7616964245214,Under,Up,Up,Up
6521,12/10/1987,238.889999,240.050003,233.399994,233.570007,256.0650942105079,238.26724981266221,Under,Up,Up,Up
6522,12/11/1987,233.600006,235.479996,233.350006,235.320007,255.25156137872327,237.9865600209801,Under,Down,Down,Up
6523,12/14/1987,235.300003,242.339996,235.039993,242.190002,254.7393433638714,238.3868878285058,Under,Up,Down,Up
6524,12/15/1987,242.190002,245.589996,241.309998,242.809998,254.27152589862155,238.80813641626713,Under,Up,Up,Up
6525,12/16/1987,242.809998,248.110001,242.800003,248.080002,254.0287210398521,239.6911712337655,Under,Up,Up,Up
6526,12/17/1987,248.080002,248.600006,242.960007,242.979996,253.59543770495594,240.00439264007355,Under,Up,Up,Up
6527,12/18/1987,243.009995,249.179993,243.009995,249.160004,253.421499128291,240.87635562673321,Under,Down,Up,Up
6528,12/21/1987,249.139999,250.25,248.300003,249.539993,253.26928320169137,241.70146394799673,Under,Up,Up,Up
6529,12/22/1987,249.559998,249.970001,247.009995,249.949997,253.13911511535053,242.487038524378,Under,Up,Up,Up
6530,12/23/1987,249.960007,253.350006,249.949997,253.160004,253.1399342872976,243.50351142681816,Under,Up,Up,Up
6531,12/24/1987,253.130005,253.160004,251.679993,252.029999,253.09640741328593,244.3155578623593,Under,Up,Up,Up
6532,12/28/1987,252.009995,252.020004,244.190002,245.570007,252.80125445590218,244.43502920880127,Under,Down,Up,Up
6533,12/29/1987,245.580002,245.880005,244.279999,244.589996,252.4792443203766,244.4497879508202,Under,Down,Down,Down
6534,12/30/1987,244.630005,248.059998,244.589996,247.860001,252.29809752349908,244.77457014598016,Under,Down,Down,Down
6535,12/31/1987,247.839996,247.860001,245.220001,247.080002,252.09346632649914,244.99413508445824,Under,Up,Up,Down
6536,1/4/1988,247.100006,256.440002,247.080002,255.940002,252.24431086271488,246.03659860022412,Under,Down,Up,Up
6537,1/5/1988,255.949997,261.779999,255.949997,258.630005,252.49473024064764,247.235970638298,Under,Up,Up,Up
6538,1/6/1988,258.640015,259.790009,257.179993,258.890015,252.74552572140655,248.34587962512674,Under,Up,Up,Up
6539,1/7/1988,258.869995,261.320007,256.179993,261.070007,253.07197596762592,249.55770127987657,Under,Up,Up,Up
6540,1/8/1988,261.049988,261.070007,242.949997,243.399994,252.6926825571308,248.97125296750735,Under,Up,Up,Up
6541,1/11/1988,243.380005,247.509995,241.070007,247.490005,252.48865598626293,248.83018173250667,Under,Down,Down,Down
6542,1/12/1988,247.440002,247.490005,240.460007,245.419998,252.21145371229184,248.5054023294108,Under,Up,Down,Down
6543,1/13/1988,245.410004,249.25,241.410004,245.809998,251.96041623337845,248.2486971551812,Under,Down,Up,Down
6544,1/14/1988,245.830002,247.0,243.970001,245.880005,251.7219687340303,248.02310742611633,Under,Up,Down,Up
6545,1/15/1988,246.020004,253.649994,245.880005,252.050003,251.73483282289186,248.40662129029573,Under,Up,Up,Down
6546,1/18/1988,252.050003,252.860001,249.979996,251.880005,251.74052584944513,248.73741973883898,Under,Up,Up,Up
6547,1/19/1988,251.839996,253.330002,248.75,249.320007,251.64560354162376,248.79290423990193,Under,Down,Up,Up
6548,1/20/1988,249.309998,249.320007,241.139999,242.630005,251.29205065763853,248.20596145514935,Under,Down,Down,Up
6549,1/21/1988,242.649994,244.25,240.169998,243.139999,250.972362357339,247.72348884037322,Under,Down,Down,Down
6550,1/22/1988,243.139999,246.5,243.139999,246.5,250.79697559822765,247.60696609367102,Under,Up,Down,Down
6551,1/25/1988,246.529999,252.869995,246.5,252.169998,250.85081961398345,248.04154056094046,Under,Up,Up,Down
6552,1/26/1988,252.130005,252.169998,249.100006,249.570007,250.80059166833703,248.18710879323183,Under,Up,Up,Up
6553,1/27/1988,249.580002,253.020004,248.5,249.380005,250.74488238722577,248.30071795578118,Under,Down,Up,Up
6554,1/28/1988,249.389999,253.660004,249.380005,253.289993,250.84469064655028,248.77588700761154,Under,Down,Down,Up
6555,1/29/1988,253.309998,257.070007,252.699997,257.070007,251.08882069962675,249.5658031973628,Under,Up,Up,Up
6556,2/1/1988,257.049988,258.269989,254.929993,255.039993,251.24376863297474,250.0871546071378,Under,Up,Up,Up
6557,2/2/1988,255.050003,256.079987,252.800003,255.570007,251.41342503952475,250.6093310255056,Under,Down,Up,Up
6558,2/3/1988,255.559998,256.980011,250.559998,252.210007,251.4446635477787,250.76177635640985,Under,Up,Down,Up
6559,2/4/1988,252.199997,253.029999,250.339996,252.210007,251.47467701649327,250.89970308437083,Under,Down,Down,Down
6560,2/5/1988,252.220001,253.850006,250.899994,250.960007,251.4544938785916,250.90544631443075,Under,Equal,Down,Down
6561,2/8/1988,250.949997,250.960007,247.820007,249.100006,251.3621610206076,250.7334996178183,Under,Down,Down,Down
6562,2/9/1988,249.110001,251.720001,248.660004,251.720001,251.37619396097594,250.82745213040704,Under,Down,Down,Down
6563,2/10/1988,251.740005,256.920013,251.720001,256.660004,251.5834021978004,251.38293326084445,Under,Up,Up,Down
6564,2/11/1988,256.630005,257.769989,255.119995,255.949997,251.75464120965137,251.81789171219262,Over,Up,Up,Up
6565,2/12/1988,255.949997,258.859985,255.850006,257.630005,251.98504763280232,252.37142631103143,Over,Down,Up,Up
6566,2/16/1988,257.609985,259.839996,256.570007,259.829987,252.2926923138689,253.0817654242665,Over,Up,Up,Up
6567,2/17/1988,259.940002,261.470001,257.829987,259.209991,252.56395892901133,253.66540595528875,Over,Up,Up,Up
6568,2/18/1988,258.820007,259.600006,256.899994,257.910004,252.77360775532463,254.06965338811838,Over,Down,Up,Up
6569,2/19/1988,257.899994,261.609985,257.619995,261.609985,253.12013235315504,254.7877802082976,Over,Down,Down,Up
6570,2/22/1988,261.600006,266.059998,260.880005,265.640015,253.6111081432274,255.8213263789359,Over,Up,Up,Up
6571,2/23/1988,265.619995,266.119995,263.109985,265.019989,254.05851523564985,256.6973894857039,Over,Up,Up,Up
6572,2/24/1988,265.01001,266.25,263.869995,264.429993,254.46523985385969,257.43382791563687,Over,Down,Up,Up
6573,2/25/1988,264.390015,267.75,261.049988,261.579987,254.7442495458652,257.8287002093857,Over,Down,Down,Up
6574,2/26/1988,261.559998,263.0,261.380005,262.459991,255.0468276421058,258.26977552277754,Over,Down,Down,Down
6575,2/29/1988,262.459991,267.820007,262.459991,267.820007,255.54773663653302,259.17932137775114,Over,Up,Down,Down
6576,3/1/1988,267.820007,267.950012,265.390015,267.220001,256.0054724939239,259.9451003893939,Over,Up,Up,Up
6577,3/2/1988,267.230011,268.75,267.0,267.980011,256.47506223926024,260.7103299713564,Over,Down,Up,Up
6578,3/3/1988,267.980011,268.399994,266.820007,267.880005,256.92231489654415,261.39315616456054,Over,Up,Up,Up
6579,3/4/1988,267.869995,268.399994,264.720001,267.299988,257.3292824692287,261.9557115774595,Over,Down,Up,Up
6580,3/7/1988,267.279999,267.690002,265.940002,267.380005,257.72342845082756,262.4723109510348,Over,Down,Down,Up
6581,3/8/1988,267.380005,270.059998,267.380005,269.429993,258.18250941354023,263.13494733665055,Over,Up,Down,Down
6582,3/9/1988,269.459991,270.76001,268.649994,269.059998,258.6090775934014,263.6992378760172,Over,Up,Up,Up
6583,3/10/1988,269.070007,269.350006,263.799988,263.839996,258.81421164856215,263.7126434116346,Over,Down,Up,Up
6584,3/11/1988,263.850006,264.940002,261.269989,264.940002,259.05443872116757,263.8295347057646,Over,Down,Down,Down
6585,3/14/1988,264.929993,266.549988,264.519989,266.369995,259.3413232811218,264.0714833052156,Over,Up,Down,Down
6586,3/15/1988,266.339996,266.410004,264.920013,266.130005,259.6075460936268,264.2675329904332,Over,Up,Up,Down
6587,3/16/1988,266.109985,268.679993,264.809998,268.649994,259.96215189387675,264.6849102294396,Over,Down,Up,Up
6588,3/17/1988,268.660004,271.220001,268.649994,271.220001,260.40363617254826,265.3072998266358,Over,Up,Up,Up
6589,3/18/1988,271.220001,272.640015,269.76001,271.119995,260.82388553833067,265.8608898431467,Over,Up,Up,Up
6590,3/21/1988,271.100006,271.119995,267.420013,268.73999,261.13432100741574,266.1350898580851,Over,Down,Up,Up
6591,3/22/1988,268.730011,269.609985,267.899994,268.839996,261.43650434045827,266.3926999668389,Over,Down,Down,Up
6592,3/23/1988,268.809998,269.790009,268.01001,268.910004,261.7295827584795,266.63244320809235,Over,Up,Down,Down
6593,3/24/1988,268.910004,268.910004,262.480011,263.350006,261.7931287679509,266.319830140655,Over,Up,Up,Down
6594,3/25/1988,263.339996,263.440002,258.119995,258.51001,261.664379012345,265.5760377463069,Over,Down,Down,Down
6595,3/28/1988,258.5,258.51001,256.070007,258.059998,261.5230307373511,264.86022443713483,Over,Down,Down,Down
6596,3/29/1988,258.109985,260.859985,258.059998,260.070007,261.46604941431775,264.4040132526458,Over,Down,Down,Down
6597,3/30/1988,260.059998,261.589996,257.920013,258.070007,261.3328712804229,263.80077456191765,Over,Up,Up,Down
6598,3/31/1988,258.029999,259.029999,256.160004,258.890015,261.23707299491616,263.33308317506834,Over,Down,Up,Down
6599,4/4/1988,258.890015,259.059998,255.679993,256.089996,261.0352268382528,262.64326534887135,Over,Up,Down,Up
6600,4/5/1988,256.100006,258.519989,256.029999,258.51001,260.9361987269488,262.2496219823122,Over,Down,Down,Down
6601,4/6/1988,258.519989,265.5,258.220001,265.48999,261.1147787768724,262.5582284601872,Over,Up,Down,Up
6602,4/7/1988,265.51001,267.320007,265.220001,266.160004,261.31263074640685,262.90125470207414,Over,Up,Up,Up
6603,4/8/1988,266.149994,270.220001,266.109985,269.429993,261.6309586779203,263.5230393018766,Over,Up,Up,Up
6604,4/11/1988,269.429993,270.410004,268.609985,270.160004,261.96543104349206,264.1551311778884,Over,Up,Up,Up
6605,4/12/1988,269.880005,272.049988,269.660004,271.369995,262.3342374731591,264.84226106570856,Over,Up,Up,Up
6606,4/13/1988,271.329987,271.700012,269.230011,271.579987,262.6968158859764,265.4839492499268,Over,Up,Up,Up
6607,4/14/1988,271.549988,271.570007,259.369995,259.75,262.5812544786832,264.9378588451719,Over,Up,Up,Up
6608,4/15/1988,259.73999,260.390015,255.970001,259.769989,262.4710087736368,264.4456807646793,Over,Down,Down,Down
6609,4/18/1988,259.75,259.809998,258.029999,259.209991,262.34312572369026,263.94704364423364,Over,Up,Down,Down
6610,4/19/1988,259.23999,262.380005,257.910004,257.920013,262.16967032276125,263.37304072573517,Over,Down,Down,Down
6611,4/20/1988,257.910004,258.540009,256.119995,256.130005,261.9328207022608,262.68322779947465,Over,Down,Down,Down
6612,4/21/1988,256.149994,260.440002,254.710007,256.420013,261.71663216491726,262.0867311519056,Over,Down,Down,Down
6613,4/22/1988,256.450012,261.160004,256.420013,260.140015,261.65480404080284,261.9013296136289,Over,Up,Down,Down
6614,4/25/1988,260.149994,263.290009,260.140015,262.51001,261.6883415293988,261.95929917423564,Over,Up,Up,Up
6615,4/26/1988,262.450012,265.059998,262.179993,263.929993,261.77624943020675,262.1469843004989,Over,Up,Up,Up
6616,4/27/1988,263.940002,265.089996,263.450012,263.799988,261.8556117270614,262.30441322426094,Over,Up,Up,Up
6617,4/28/1988,263.790009,263.799988,262.220001,262.609985,261.88519499266687,262.3335152981408,Over,Down,Up,Up
6618,4/29/1988,262.589996,262.609985,259.970001,261.329987,261.86342213020936,262.23794117450836,Over,Down,Down,Up
6619,5/2/1988,261.359985,261.559998,259.98999,261.559998,261.85152314471094,262.17337515788853,Over,Down,Down,Down
6620,5/3/1988,261.549988,263.700012,261.549988,263.0,261.8965614527615,262.25210133332774,Over,Up,Down,Down
6621,5/4/1988,263.049988,263.230011,260.309998,260.320007,261.8347357879473,262.06809234920127,Over,Up,Up,Up
6622,5/5/1988,260.299988,260.320007,258.130005,258.790009,261.71533473743955,261.7558939349916,Over,Down,Down,Down
6623,5/6/1988,258.799988,260.309998,257.029999,257.480011,261.54924361048114,261.34866698880194,Under,Down,Down,Down
6624,5/9/1988,257.470001,258.220001,255.449997,256.540009,261.3528030375211,260.890699561297,Under,Down,Down,Down
6625,5/10/1988,256.529999,258.299988,255.929993,257.619995,261.20641840859867,260.57920388879256,Under,Down,Down,Down
6626,5/11/1988,257.600006,257.619995,252.320007,253.309998,260.89675486316344,259.88689856605043,Under,Up,Up,Down
6627,5/12/1988,253.320007,254.869995,253.309998,253.850006,260.62041177049036,259.3119564169028,Under,Down,Down,Down
6628,5/13/1988,253.880005,256.829987,253.850006,256.779999,260.4698073481182,259.070817615293,Under,Up,Down,Down
6629,5/16/1988,256.75,258.709991,256.279999,258.709991,260.40079494230963,259.03645317574126,Under,Up,Up,Down
6630,5/17/1988,258.720001,260.200012,255.350006,255.389999,260.20429314065046,258.68917182567066,Under,Up,Up,Up
6631,5/18/1988,255.399994,255.669998,250.729996,251.350006,259.8570661939583,257.99020365179723,Under,Down,Down,Up
6632,5/19/1988,251.360001,252.570007,248.850006,252.570007,259.57129916674427,257.47399444686414,Under,Down,Down,Down
6633,5/20/1988,252.610001,253.699997,251.789993,253.020004,259.31438563079354,257.04980488049614,Under,Up,Down,Down
6634,5/23/1988,253.0,253.020004,249.820007,250.830002,258.98166470409575,256.45744270140125,Under,Up,Up,Down
6635,5/24/1988,250.839996,253.509995,250.830002,253.509995,258.76708942158217,256.1767333965059,Under,Down,Down,Down
6636,5/25/1988,253.520004,255.339996,253.509995,253.759995,258.57073277759855,255.9465678349339,Under,Up,Up,Up
6637,5/26/1988,253.75,254.979996,253.520004,254.630005,258.416194433379,255.8211808982735,Under,Up,Up,Up
6638,5/27/1988,254.619995,254.630005,252.740005,253.419998,258.2202651614818,255.59249681272365,Under,Up,Up,Up
6639,5/31/1988,253.440002,262.160004,253.419998,262.160004,258.37476472377665,256.21797368770234,Under,Down,Down,Down
6640,6/1/1988,262.160004,267.429993,262.100006,266.690002,258.70085246009916,257.21530971744494,Under,Up,Up,Up
6641,6/2/1988,266.649994,266.709991,264.119995,265.329987,258.96081852048746,257.98813612530734,Under,Up,Up,Up
6642,6/3/1988,265.339996,267.109985,264.420013,266.450012,259.25451238242914,258.7940290657543,Under,Down,Up,Up
6643,6/6/1988,266.459991,267.049988,264.970001,267.049988,259.5602173086084,259.58031086901576,Over,Up,Down,Up
6644,6/7/1988,267.019989,267.279999,264.5,265.170013,259.7802092965061,260.11266345291904,Over,Up,Up,Up
6645,6/8/1988,265.320007,272.01001,265.170013,271.519989,260.24059281429015,261.1990754097839,Over,Down,Down,Down
6646,6/9/1988,271.5,272.290009,270.190002,270.200012,260.6311582725533,262.05630746599496,Over,Up,Up,Up
6647,6/10/1988,270.220001,273.209991,270.200012,271.26001,261.04797598735513,262.93285056447166,Over,Down,Up,Up
6648,6/13/1988,271.279999,271.940002,270.529999,271.429993,261.45511390941965,263.7421022249982,Over,Up,Down,Up
6649,6/14/1988,271.579987,276.140015,271.440002,274.299988,261.95883446199144,264.7476151559507,Over,Up,Up,Down
6650,6/15/1988,274.290009,274.450012,272.75,274.450012,262.4486845615212,265.67165295062205,Over,Up,Up,Up
6651,6/16/1988,274.440002,274.450012,268.76001,269.769989,262.7357945395008,266.0619706696104,Over,Up,Up,Up
6652,6/17/1988,269.790009,270.769989,268.089996,270.679993,263.04733173403014,266.50178232012365,Over,Down,Down,Down
6653,6/20/1988,270.670013,270.679993,268.589996,268.940002,263.27841684249955,266.7339937182071,Over,Up,Down,Down
6654,6/21/1988,268.950012,271.670013,267.519989,271.670013,263.6074990447545,267.2040907926636,Over,Down,Down,Down
6655,6/22/1988,271.690002,276.880005,271.670013,275.660004,264.08014629790136,268.009415860029,Over,Up,Up,Up
6656,6/23/1988,275.619995,275.890015,274.26001,274.820007,264.5013173058268,268.65804358764524,Over,Up,Up,Up
6657,6/24/1988,274.809998,275.190002,273.529999,273.779999,264.8651871761865,269.14584886501234,Over,Down,Up,Up
6658,6/27/1988,273.779999,273.790009,268.850006,269.059998,265.0296895614341,269.13767259215405,Over,Down,Down,Up
6659,6/28/1988,269.070007,272.799988,269.059998,272.309998,265.3151918531426,269.4397988214727,Over,Down,Down,Down
6660,6/29/1988,272.320007,273.01001,269.48999,270.980011,265.53734162360763,269.5864856956182,Over,Up,Down,Down
6661,6/30/1988,271.0,273.51001,270.970001,273.5,265.84960273640735,269.95920134365457,Over,Down,Up,Down
6662,7/1/1988,273.5,273.799988,270.779999,271.779999,266.0821672957639,270.1326106442589,Over,Up,Up,Up
6663,7/5/1988,271.779999,275.809998,270.51001,275.809998,266.4636508527928,270.67331420194853,Over,Down,Up,Down
6664,7/6/1988,275.799988,276.359985,269.920013,272.019989,266.6815464664088,270.8015689446201,Over,Up,Up,Up
6665,7/7/1988,272.0,272.049988,269.309998,271.779999,266.8814857814516,270.8947527594182,Over,Down,Up,Down
6666,7/8/1988,271.76001,272.309998,269.859985,270.019989,267.00456433904174,270.8114419251879,Over,Down,Down,Equal
6667,7/11/1988,270.029999,271.640015,270.019989,270.549988,267.1436005610401,270.7865415513605,Over,Down,Down,Down
6668,7/12/1988,270.540009,270.700012,266.959991,267.850006,267.17130273511697,270.50687149884993,Over,Up,Down,Down
6669,7/13/1988,267.869995,269.459991,266.119995,269.320007,267.25556564746535,270.39383678467374,Over,Down,Down,Down
6670,7/14/1988,269.329987,270.690002,268.579987,270.26001,267.37338699462356,270.38109137660956,Over,Up,Down,Down
6671,7/15/1988,270.230011,272.059998,269.529999,272.049988,267.55678311248147,270.54003391217054,Over,Up,Up,Down
6672,7/18/1988,271.98999,272.049988,268.660004,270.51001,267.67259593159986,270.5371744919638,Over,Up,Up,Up
6673,7/19/1988,270.48999,271.209991,267.01001,268.470001,267.7038667185959,270.3403008260625,Over,Down,Up,Up
6674,7/20/1988,268.519989,270.23999,268.470001,270.0,267.7939111610039,270.3078912235803,Over,Down,Down,Down
6675,7/21/1988,269.98999,270.0,266.660004,266.660004,267.7494442135136,269.96047339276316,Over,Up,Down,Down
